payment_id,booking_id,payment_date,amount_cents,payment_method,payment_status
P00008988,B00008126,2024-06-21,-157800,Bank Transfer,refunded
P00008989,B00008127,2025-04-17,34800,Debit Card,settled
P00008990,B00008128,2024-09-18,85800,Bank Transfer,settled
P00008991,B00008129,2024-04-27,249600,Points,settled
P00008992,B00008130,2024-11-25,117000,Bank Transfer,settled
P00008993,B00008131,2025-02-17,520000,Credit Card,settled
P00008994,B00008132,2024-06-09,158400,Credit Card,settled
P00008995,B00008133,2025-01-06,279000,Points,settled
P00008996,B00008134,2025-11-29,161600,Credit Card,settled
P00008997,B00008134,2026-01-07,-161600,Points,refunded
P00008998,B00008135,2025-06-25,167000,Debit Card,settled
P00008999,B00008136,2024-05-01,159200,Credit Card,settled
P00009000,B00008137,2024-10-26,226000,Bank Transfer,settled
P00009001,B00008138,2024-06-07,271600,Debit Card,settled
P00009002,B00008139,2024-04-06,1600200,Points,settled
P00009003,B00008140,2025-11-20,29360,Credit Card,settled
P00009004,B00008140,2025-11-07,28840,Bank Transfer,pending
P00009005,B00008141,2024-06-08,507000,Debit Card,settled
P00009006,B00008142,2024-07-28,18600,Bank Transfer,settled
P00009007,B00008143,2025-06-16,196000,Points,settled
P00009008,B00008144,2025-05-18,94800,Credit Card,settled
P00009009,B00008145,2025-12-15,128800,Credit Card,settled
P00009010,B00008145,2026-01-04,-32049,Debit Card,refunded
P00009011,B00008146,2024-07-29,272400,Credit Card,settled
P00009012,B00008147,2024-02-25,220200,Credit Card,settled
P00009013,B00008149,2024-03-30,231600,Bank Transfer,settled
P00009014,B00008150,2024-10-06,186966,Points,settled
P00009015,B00008150,2024-10-09,85834,Bank Transfer,pending
P00009016,B00008151,2025-01-07,184800,Points,settled
P00009017,B00008152,2025-05-27,147000,Credit Card,settled
P00009018,B00008153,2025-12-02,210000,Bank Transfer,settled
P00009019,B00008154,2025-06-17,627000,Bank Transfer,settled
P00009020,B00008155,2025-04-08,88000,Credit Card,settled
P00009021,B00008156,2026-02-17,153600,Points,settled
P00009022,B00008157,2025-12-31,161700,Bank Transfer,settled
P00009023,B00008158,2024-12-21,132362,Debit Card,settled
P00009024,B00008159,2025-05-03,176400,Points,settled
P00009025,B00008159,2025-05-19,-37687,Points,refunded
P00009026,B00008160,2024-08-24,210000,Bank Transfer,settled
P00009027,B00008161,2025-09-24,72000,Debit Card,settled
P00009028,B00008162,2024-06-23,170100,Points,settled
P00009029,B00008163,2024-03-17,52800,Debit Card,settled
P00009030,B00008164,2024-08-08,111000,Bank Transfer,settled
P00009031,B00008165,2025-04-21,32400,Debit Card,settled
P00009032,B00008166,2025-05-20,69300,Debit Card,settled
P00009033,B00008166,2025-06-19,-10254,Debit Card,refunded
P00009034,B00008167,2024-12-08,32000,Points,settled
P00009035,B00008168,2024-05-09,128700,Bank Transfer,settled
P00009036,B00008169,2025-10-24,31200,Points,settled
P00009037,B00008170,2025-02-24,569800,Points,settled
P00009038,B00008172,2026-02-01,202500,Debit Card,settled
P00009039,B00008173,2025-08-04,137600,Credit Card,settled
P00009040,B00008174,2024-09-04,248300,Bank Transfer,settled
P00009041,B00008175,2024-04-01,195900,Credit Card,settled
P00009042,B00008176,2025-08-22,88200,Credit Card,settled
P00009043,B00008177,2025-02-16,61200,Points,settled
P00009044,B00008178,2025-05-02,291600,Debit Card,settled
P00009045,B00008179,2025-11-07,381000,Debit Card,settled
P00009046,B00008180,2024-07-01,234000,Debit Card,settled
P00009047,B00008181,2025-07-28,131200,Bank Transfer,settled
P00009048,B00008182,2025-07-03,265200,Points,settled
P00009049,B00008183,2026-01-26,16525,Bank Transfer,settled
P00009050,B00008183,2026-02-13,9275,Debit Card,pending
P00009051,B00008184,2024-06-08,186000,Credit Card,settled
P00009052,B00008185,2025-10-14,148500,Credit Card,settled
P00009053,B00008186,2024-10-06,330400,Credit Card,settled
P00009054,B00008188,2025-11-05,30000,Bank Transfer,settled
P00009055,B00008189,2024-06-05,356400,Bank Transfer,settled
P00009056,B00008190,2025-02-02,207900,Bank Transfer,settled
P00009057,B00008191,2024-07-23,204000,Points,settled
P00009058,B00008192,2025-03-02,103200,Debit Card,settled
P00009059,B00008193,2024-09-28,182600,Credit Card,settled
P00009060,B00008194,2024-09-17,433000,Credit Card,settled
P00009061,B00008195,2025-07-21,53700,Bank Transfer,settled
P00009062,B00008195,2025-08-03,-53700,Points,refunded
P00009063,B00008196,2024-07-29,78000,Debit Card,settled
P00009064,B00008197,2025-08-30,93000,Credit Card,settled
P00009065,B00008198,2024-06-07,254800,Credit Card,settled
P00009066,B00008199,2025-02-23,39900,Debit Card,settled
P00009067,B00008200,2024-04-17,265100,Debit Card,settled
P00009068,B00008201,2024-08-23,64000,Credit Card,settled
P00009069,B00008202,2024-06-21,24277,Points,settled
P00009070,B00008202,2024-06-14,6523,Points,pending
P00009071,B00008203,2025-06-18,1099905,Debit Card,settled
P00009072,B00008203,2025-06-21,480695,Debit Card,pending
P00009073,B00008204,2026-02-04,28800,Debit Card,settled
P00009074,B00008204,2026-03-18,-28800,Points,refunded
P00009075,B00008205,2025-07-19,1801200,Points,settled
P00009076,B00008206,2024-07-06,162400,Debit Card,settled
P00009077,B00008207,2025-12-31,137700,Credit Card,settled
P00009078,B00008209,2025-03-24,171000,Points,settled
P00009079,B00008210,2024-04-10,145800,Credit Card,settled
P00009080,B00008210,2024-04-21,-145800,Credit Card,refunded
P00009081,B00008211,2025-07-26,62800,Debit Card,settled
P00009082,B00008212,2024-11-17,424800,Credit Card,settled
P00009083,B00008212,2024-12-17,-424800,Points,refunded
P00009084,B00008213,2024-06-02,188800,Bank Transfer,settled
P00009085,B00008214,2025-11-14,238800,Points,settled
P00009086,B00008215,2024-10-08,237000,Points,settled
P00009087,B00008216,2024-07-07,206400,Bank Transfer,settled
P00009088,B00008217,2024-10-23,91200,Debit Card,settled
P00009089,B00008218,2025-09-16,69800,Credit Card,settled
P00009090,B00008218,2025-10-12,-69800,Points,refunded
P00009091,B00008219,2025-09-25,1114400,Debit Card,settled
P00009092,B00008220,2024-02-04,157000,Credit Card,settled
P00009093,B00008221,2025-05-02,442000,Debit Card,settled
P00009094,B00008222,2024-04-19,30600,Points,settled
P00009095,B00008223,2024-06-05,88400,Bank Transfer,settled
P00009096,B00008224,2025-12-08,140000,Credit Card,settled
P00009097,B00008225,2025-01-22,453600,Points,settled
P00009098,B00008225,2025-03-08,-453600,Credit Card,refunded
P00009099,B00008226,2024-09-07,111000,Debit Card,settled
P00009100,B00008227,2024-04-05,516600,Points,settled
P00009101,B00008229,2024-05-27,1038800,Bank Transfer,settled
P00009102,B00008230,2024-12-13,37800,Debit Card,settled
P00009103,B00008231,2025-08-30,163000,Credit Card,settled
P00009104,B00008232,2024-06-08,938000,Bank Transfer,settled
P00009105,B00008233,2026-01-12,322000,Points,settled
P00009106,B00008233,2026-02-09,-322000,Credit Card,refunded
P00009107,B00008234,2025-07-15,161600,Debit Card,settled
P00009108,B00008235,2024-11-15,221271,Debit Card,settled
P00009109,B00008236,2025-12-23,210600,Points,settled
P00009110,B00008236,2026-01-28,-210600,Points,refunded
P00009111,B00008237,2024-11-07,18800,Points,settled
P00009112,B00008238,2025-04-05,183300,Debit Card,settled
P00009113,B00008239,2024-11-28,122500,Bank Transfer,settled
P00009114,B00008240,2025-12-12,121800,Bank Transfer,settled
P00009115,B00008241,2025-07-30,42300,Credit Card,settled
P00009116,B00008241,2025-09-05,-10906,Bank Transfer,refunded
P00009117,B00008242,2025-04-17,145828,Credit Card,settled
P00009118,B00008242,2025-04-15,58772,Points,pending
P00009119,B00008243,2024-09-06,237600,Bank Transfer,settled
P00009120,B00008244,2024-04-23,100200,Credit Card,settled
P00009121,B00008245,2025-09-04,106200,Bank Transfer,settled
P00009122,B00008246,2025-09-13,151200,Credit Card,settled
P00009123,B00008247,2025-11-05,99000,Debit Card,settled
P00009124,B00008248,2024-09-23,800000,Bank Transfer,settled
P00009125,B00008249,2025-07-13,135900,Debit Card,settled
P00009126,B00008249,2025-07-24,-23264,Points,refunded
P00009127,B00008250,2024-07-14,139200,Credit Card,settled
P00009128,B00008251,2025-01-22,64000,Debit Card,settled
P00009129,B00008252,2025-05-15,436700,Points,settled
P00009130,B00008253,2024-04-11,96600,Debit Card,settled
P00009131,B00008254,2025-09-30,700000,Bank Transfer,settled
P00009132,B00008255,2025-01-23,271200,Bank Transfer,settled
P00009133,B00008256,2024-08-26,155100,Bank Transfer,settled
P00009134,B00008257,2026-01-26,86000,Bank Transfer,settled
P00009135,B00008258,2024-04-29,80800,Credit Card,settled
P00009136,B00008260,2025-06-21,45300,Points,settled
P00009137,B00008261,2025-05-13,29370,Debit Card,settled
P00009138,B00008261,2025-05-24,8130,Bank Transfer,pending
P00009139,B00008262,2024-07-05,155700,Debit Card,settled
P00009140,B00008263,2026-01-27,174400,Debit Card,settled
P00009141,B00008263,2026-03-07,-47056,Bank Transfer,refunded
P00009142,B00008264,2024-09-16,191100,Debit Card,settled
P00009143,B00008265,2025-04-27,148500,Debit Card,settled
P00009144,B00008266,2025-06-03,450400,Credit Card,settled
P00009145,B00008267,2025-11-17,136800,Points,settled
P00009146,B00008268,2025-06-16,315900,Bank Transfer,settled
P00009147,B00008269,2026-01-19,17800,Bank Transfer,settled
P00009148,B00008270,2024-08-21,37627,Points,settled
P00009149,B00008270,2024-08-06,14773,Credit Card,pending
P00009150,B00008271,2024-06-29,241200,Credit Card,settled
P00009151,B00008272,2024-01-31,696500,Credit Card,settled
P00009152,B00008272,2024-03-16,-696500,Debit Card,refunded
P00009153,B00008273,2025-04-02,271800,Credit Card,settled
P00009154,B00008273,2025-05-06,-271800,Credit Card,refunded
P00009155,B00008274,2025-08-24,1632400,Credit Card,settled
P00009156,B00008275,2025-04-15,80200,Credit Card,settled
P00009157,B00008276,2025-02-28,122400,Bank Transfer,settled
P00009158,B00008276,2025-03-30,-29804,Debit Card,refunded
P00009159,B00008277,2024-12-30,155400,Points,settled
P00009160,B00008277,2025-01-24,-155400,Bank Transfer,refunded
P00009161,B00008278,2024-12-11,16600,Bank Transfer,settled
P00009162,B00008279,2024-02-18,319200,Credit Card,settled
P00009163,B00008280,2025-11-11,97200,Bank Transfer,settled
P00009164,B00008280,2025-12-14,-15253,Credit Card,refunded
P00009165,B00008281,2025-07-29,43500,Debit Card,settled
P00009166,B00008282,2024-07-10,444000,Credit Card,settled
P00009167,B00008283,2024-12-27,163800,Points,settled
P00009168,B00008284,2025-12-20,216300,Bank Transfer,settled
P00009169,B00008285,2024-07-06,35400,Points,settled
P00009170,B00008286,2024-04-27,608400,Points,settled
P00009171,B00008287,2024-10-04,574500,Debit Card,settled
P00009172,B00008288,2025-08-18,118062,Credit Card,settled
P00009173,B00008288,2025-08-08,65338,Points,pending
P00009174,B00008289,2024-08-07,253600,Credit Card,settled
P00009175,B00008290,2025-05-29,237900,Credit Card,settled
P00009176,B00008291,2024-08-09,148500,Debit Card,settled
P00009177,B00008292,2024-08-14,230000,Bank Transfer,settled
P00009178,B00008293,2025-05-12,148000,Bank Transfer,settled
P00009179,B00008294,2026-02-28,196000,Debit Card,settled
P00009180,B00008294,2026-04-10,-24993,Debit Card,refunded
P00009181,B00008295,2025-07-25,15700,Credit Card,settled
P00009182,B00008295,2025-08-05,-15700,Bank Transfer,refunded
P00009183,B00008296,2025-09-22,139800,Points,settled
P00009184,B00008297,2024-12-21,187500,Debit Card,settled
P00009185,B00008298,2025-05-13,140000,Debit Card,settled
P00009186,B00008299,2024-05-26,216000,Debit Card,settled
P00009187,B00008300,2025-09-02,38200,Bank Transfer,settled
P00009188,B00008301,2024-05-02,192600,Points,settled
P00009189,B00008302,2025-05-11,557200,Points,settled
P00009190,B00008303,2025-11-27,244400,Debit Card,settled
P00009191,B00008304,2024-07-09,183300,Bank Transfer,settled
P00009192,B00008305,2024-07-15,231700,Bank Transfer,settled
P00009193,B00008306,2025-03-15,224000,Debit Card,settled
P00009194,B00008306,2025-04-19,-49259,Points,refunded
P00009195,B00008307,2024-12-28,164000,Points,settled
P00009196,B00008308,2025-01-02,752400,Credit Card,settled
P00009197,B00008309,2024-02-07,206100,Points,settled
P00009198,B00008311,2025-03-08,153000,Points,settled
P00009199,B00008312,2024-08-26,52800,Credit Card,settled
P00009200,B00008313,2026-02-05,191100,Debit Card,settled
P00009201,B00008314,2024-02-28,179300,Points,settled
P00009202,B00008315,2026-01-23,81000,Debit Card,settled
P00009203,B00008316,2025-06-15,184800,Points,settled
P00009204,B00008317,2025-12-16,16000,Debit Card,settled
P00009205,B00008318,2024-09-25,205700,Bank Transfer,settled
P00009206,B00008319,2025-08-18,137200,Bank Transfer,settled
P00009207,B00008320,2024-08-14,18700,Points,settled
P00009208,B00008321,2025-07-09,184600,Points,settled
P00009209,B00008322,2024-04-03,150400,Debit Card,settled
P00009210,B00008323,2026-01-25,1973400,Debit Card,settled
P00009211,B00008324,2024-08-29,189000,Debit Card,settled
P00009212,B00008326,2025-01-16,86000,Debit Card,settled
P00009213,B00008327,2024-09-27,33400,Debit Card,settled
P00009214,B00008328,2025-03-07,417000,Points,settled
P00009215,B00008329,2025-05-19,621051,Points,settled
P00009216,B00008330,2025-08-28,116000,Bank Transfer,settled
P00009217,B00008331,2025-09-26,165000,Credit Card,settled
P00009218,B00008332,2025-03-24,226800,Bank Transfer,settled
P00009219,B00008333,2024-06-21,135100,Points,settled
P00009220,B00008334,2024-11-16,214000,Points,settled
P00009221,B00008335,2025-05-09,218400,Credit Card,settled
P00009222,B00008336,2024-12-22,210465,Points,settled
P00009223,B00008336,2025-01-03,82335,Points,pending
P00009224,B00008337,2025-08-30,900900,Debit Card,settled
P00009225,B00008338,2025-08-28,106400,Credit Card,settled
P00009226,B00008338,2025-09-13,-106400,Bank Transfer,refunded
P00009227,B00008339,2024-10-04,174500,Bank Transfer,settled
P00009228,B00008340,2025-05-10,23782,Bank Transfer,settled
P00009229,B00008340,2025-04-30,14218,Credit Card,pending
P00009230,B00008341,2024-11-06,141841,Bank Transfer,settled
P00009231,B00008341,2024-11-11,86559,Bank Transfer,pending
P00009232,B00008342,2025-01-14,102000,Points,settled
P00009233,B00008343,2024-06-03,71000,Points,settled
P00009234,B00008344,2024-11-14,1543200,Bank Transfer,settled
P00009235,B00008345,2024-05-21,103800,Bank Transfer,settled
P00009236,B00008346,2024-05-25,152000,Debit Card,settled
P00009237,B00008347,2025-05-23,152800,Bank Transfer,settled
P00009238,B00008348,2024-03-20,213200,Bank Transfer,settled
P00009239,B00008349,2025-06-12,288600,Debit Card,settled
P00009240,B00008350,2025-07-19,87000,Credit Card,settled
P00009241,B00008351,2025-03-08,141600,Credit Card,settled
P00009242,B00008352,2024-11-22,47800,Bank Transfer,settled
P00009243,B00008353,2025-12-15,69350,Bank Transfer,settled
P00009244,B00008353,2025-11-26,29650,Debit Card,pending
P00009245,B00008354,2024-07-03,174600,Points,settled
P00009246,B00008355,2025-01-12,72000,Bank Transfer,settled
P00009247,B00008356,2025-04-30,82500,Credit Card,settled
P00009248,B00008357,2024-10-12,15700,Points,settled
P00009249,B00008358,2025-03-15,1729200,Debit Card,settled
P00009250,B00008359,2025-02-04,224292,Debit Card,settled
P00009251,B00008360,2025-03-01,277200,Credit Card,settled
P00009252,B00008361,2025-08-23,330400,Debit Card,settled
P00009253,B00008362,2025-10-21,18200,Debit Card,settled
P00009254,B00008362,2025-11-13,-18200,Bank Transfer,refunded
P00009255,B00008363,2026-01-26,222749,Credit Card,settled
P00009256,B00008364,2024-09-26,150400,Debit Card,settled
P00009257,B00008365,2024-11-08,495600,Debit Card,settled
P00009258,B00008366,2025-09-09,373200,Bank Transfer,settled
P00009259,B00008367,2025-07-22,46200,Points,settled
P00009260,B00008368,2026-01-11,220800,Points,settled
P00009261,B00008369,2025-05-21,77500,Bank Transfer,settled
P00009262,B00008370,2025-09-09,213200,Bank Transfer,settled
P00009263,B00008371,2025-07-28,106200,Credit Card,settled
P00009264,B00008372,2025-06-10,191800,Points,settled
P00009265,B00008373,2025-12-26,114974,Bank Transfer,settled
P00009266,B00008373,2025-12-04,30226,Debit Card,pending
P00009267,B00008374,2024-06-15,280800,Bank Transfer,settled
P00009268,B00008375,2025-02-09,112000,Debit Card,settled
P00009269,B00008376,2025-02-08,1145100,Bank Transfer,settled
P00009270,B00008378,2024-11-04,64800,Credit Card,settled
P00009271,B00008379,2024-11-02,72800,Credit Card,settled
P00009272,B00008380,2025-02-25,69000,Credit Card,settled
P00009273,B00008381,2025-08-14,35800,Debit Card,settled
P00009274,B00008382,2025-04-28,38600,Debit Card,settled
P00009275,B00008383,2024-08-14,58900,Points,settled
P00009276,B00008384,2025-08-31,120800,Debit Card,settled
P00009277,B00008385,2025-06-02,1828400,Credit Card,settled
P00009278,B00008386,2024-09-02,152800,Bank Transfer,settled
P00009279,B00008387,2024-03-19,79600,Credit Card,settled
P00009280,B00008389,2025-12-23,1017900,Bank Transfer,settled
P00009281,B00008390,2024-10-18,134100,Bank Transfer,settled
P00009282,B00008391,2024-05-03,207900,Credit Card,settled
P00009283,B00008392,2024-11-25,13200,Debit Card,settled
P00009284,B00008393,2025-10-03,145000,Debit Card,settled
P00009285,B00008394,2024-10-03,64000,Credit Card,settled
P00009286,B00008395,2025-07-10,84258,Bank Transfer,settled
P00009287,B00008396,2025-07-14,189883,Bank Transfer,settled
P00009288,B00008396,2025-07-15,270917,Bank Transfer,pending
P00009289,B00008397,2024-06-14,518400,Credit Card,settled
P00009290,B00008398,2024-05-12,189222,Credit Card,settled
P00009291,B00008398,2024-04-13,69778,Points,pending
P00009292,B00008399,2026-01-13,50100,Bank Transfer,settled
P00009293,B00008400,2025-12-23,52400,Points,settled
P00009294,B00008401,2025-12-04,203500,Points,settled
P00009295,B00008402,2025-04-30,226800,Debit Card,settled
P00009296,B00008403,2024-08-05,125400,Bank Transfer,settled
